query_index,col_item,col_timestamp,cf_index,factual_rating,cf_rating,factual_prediction,cf_prediction,desired_min,desired_max,validity,lift,l1_dist,l2_dist,mean_abs_delta,mean_rel_delta,n_changed,sparsity,max_abs_delta,max_rel_delta
8191,ES0113900J37,2020-03-02,0,3.255,3.846,-0.29824945991158264,-0.2172693901020847,-0.29824845991158266,0.05900776122083006,1,0.08098007,2.509,0.8834775,0.11947619,0.03423048,20,0.952381,0.591,0.18156682
13112,FR0010510800,2020-03-02,0,104.597,104.596,-0.011772774093468035,-0.009590402403084525,-0.011771774093468036,-0.007378625454227573,1,0.00218237,0.122,0.03209361,0.00580952,5.553e-05,19,0.904762,0.012,0.00011473
10781,FR0000120628,2020-03-02,0,20.725,20.95,-0.001362918440773559,0.03139627428626397,-0.001361918440773559,0.17294730302112657,1,0.03275919,6.195,1.88234561,0.295,0.01273304,21,1.0,0.895,0.04271057
20779,GRF000030004,2020-03-02,0,11.21951570532,11.4024868,-0.0026052930615293648,0.00011897624361225082,-0.0026042930615293646,0.024428823073691874,1,0.00272427,2.16854548,0.5579838,0.10326407,0.00911714,21,1.0,0.2216788,0.0195291
19484,GRF000022001,2020-03-02,0,13.3766,13.3722,-0.003361863980480662,-0.0021212324113841566,-0.003360863980480662,0.004344504813167456,1,0.00124063,0.1676,0.0627922,0.00798095,0.00059655,21,1.0,0.0463,0.00347082
20261,GRF000025004,2020-03-02,0,8.03132,8.036,0.002021218324137952,0.0021513535278918196,0.0020222183241379523,0.05499602461210983,1,0.00013014,0.41798,0.1056119,0.01990381,0.00250357,21,1.0,0.0451,0.00572931
26736,GRS070003009,2020-03-02,0,1.75192,1.84,0.21224066750657197,0.23943885074992577,0.21224166750657197,1.4564571946482006,1,0.02719818,4.60108,1.09005371,0.21909905,0.11211338,21,1.0,0.468,0.23612513
11817,FR0000131104,2020-03-02,0,43.455,49.91,-0.08065514689227134,-0.07247595202652625,-0.08065414689227134,0.2128548722636849,1,0.00817919,51.68,13.7347115,2.46095238,0.05079858,21,1.0,6.455,0.14854447
22074,GRF000037009,2020-03-02,0,3.3266,3.4327,-0.15828129838192845,-0.1424882491062762,-0.15828029838192845,0.3482154664421138,1,0.01579305,2.624,0.87272963,0.12495238,0.0361018,21,1.0,0.4753,0.15531157
21556,GRF000034006,2020-03-02,0,8.446428000000001,8.2248,-0.013239934301755914,-0.011397948505407126,-0.013238934301755914,0.11848100937756781,1,0.00184199,1.157528,0.40050703,0.05512038,0.00645629,21,1.0,0.221628,0.02623926
23110,GRF000093002,2020-03-02,0,12.418596,12.2985,-5.1049646658173906e-05,1.0661381742751618e-05,-5.004964665817391e-05,0.011802435599274363,1,6.171e-05,0.494696,0.18315941,0.02355695,0.00189464,21,1.0,0.120096,0.00967066
28808,GRS096003009,2020-03-02,0,5.0968,4.9,0.0322744791837769,0.03784339260492714,0.0322754791837769,0.25908475699724515,1,0.00556891,2.0968,0.61687133,0.09984762,0.0185622,20,0.952381,0.4,0.07692308
19225,GRF000014008,2020-03-02,0,11.095884,11.0557,-0.0019906903338894584,-0.0017162780953490875,-0.0019896903338894583,0.015336669737581686,1,0.00027441,0.265084,0.07610101,0.01262305,0.00113729,21,1.0,0.040184,0.00362152
14407,GB00BH4HKS39,2020-03-02,0,1.5476264999999998,1.7338773,-0.18500492893865306,-0.18356387346755537,-0.18500392893865306,0.2570272554359749,1,0.00144106,1.33655095,0.37346018,0.06364528,0.03650417,21,1.0,0.1862508,0.12034609
31139,GRS131004004,2020-03-02,0,0.348,0.35,0.004562115840237493,0.052026628109238665,0.004563115840237493,3.5844022637072896,1,0.04746451,0.054,0.04034848,0.00257143,0.00735789,8,0.380952,0.04,0.11428571
19743,GRF000023009,2020-03-02,0,29.339928000000004,28.990601,-0.0036251698784738767,-0.0007596319894471391,-0.0036241698784738765,0.11309678029380352,1,0.00286554,2.000627,0.61056694,0.09526795,0.00323369,21,1.0,0.349327,0.0119062
35283,GRS224003004,2020-03-02,0,0.15638,0.204,-0.09154937736574974,0.30703284820183024,-0.09154837736574974,3.4510513117880945,1,0.39858223,0.19362,0.07548619,0.00922,0.06940449,8,0.380952,0.04762,0.30451464
17671,GRC8081169B2,2020-03-02,0,102.969536,101.8,-0.01508930476660501,-0.013410942261476995,-0.01508830476660501,0.005604502867887281,1,0.00167836,6.146036,2.07828633,0.29266838,0.00283119,18,0.857143,1.169536,0.01135808
25182,GRS045003001,2020-03-02,0,0.21056,0.2,0.019108601064230343,0.1369609429588383,0.019109601064230344,1.1973100727576695,1,0.11785234,0.25056,0.07031012,0.01193143,0.05111762,19,0.904762,0.028,0.12844037
16635,GRC422116743,2020-03-02,0,93.0,93.0,0.040813350596176405,0.04322928739219792,0.040814350596176406,0.10546110670462848,1,0.00241594,30.0,9.48683298,1.42857143,0.01536098,10,0.47619,3.0,0.03225806
35801,GRS239003007,2020-03-02,0,1.7396,1.63,-0.010801618347271407,0.06959182543721362,-0.010800618347271407,0.09968053417499678,1,0.08039344,0.9046,0.30436353,0.04307619,0.02383216,18,0.857143,0.17,0.0952381
31657,GRS137003000,2020-03-02,0,0.8244,0.93,0.05366385339477312,0.08227808599662391,0.05366485339477312,0.7828191053083371,1,0.02861423,0.9856,0.27249103,0.04693333,0.05407369,21,1.0,0.1056,0.12883436
16894,GRC4221178B3,2020-03-02,0,72.44342800000001,70.0,-0.053772274852477465,0.023827800138517756,-0.053771274852477464,0.13085389804976075,1,0.07760007,51.652928,21.83568785,2.45966324,0.03478955,17,0.809524,19.5,0.28057554
31398,GRS135003002,2020-03-02,0,0.06292,0.063,0.22245222835926748,0.275100452396763,0.22245322835926748,0.699550780374262,1,0.05264822,0.01658,0.008201,0.00078952,0.01388726,10,0.47619,0.006,0.10714286
23369,GRF000153004,2020-03-02,0,20.5816,20.3,0.0038983986525141217,0.02773296992418353,0.003899398652514122,0.2661606844562316,1,0.02383457,11.1816,3.947822,0.53245714,0.02504549,20,0.952381,2.29,0.12174375
10523,FR0000120578,2020-03-03,0,86.09,87.86,0.040528678842030576,0.042084683577979606,0.04052967884203058,0.10052513068254904,1,0.001556,37.03,8.98499304,1.76333333,0.01949081,21,1.0,3.74,0.04456094
30362,GRS124153008,2020-03-02,0,0.9200000000000002,0.9,0.03274278171049371,0.06217660896406274,0.03274378171049371,0.44813622401782927,1,0.02943383,0.48,0.11224972,0.02285714,0.02527098,21,1.0,0.05,0.05882353
23628,GRK014011008,2020-03-02,0,53.024,52.8,-0.054348492089704915,-0.035932193200768334,-0.054347492089704914,0.5923952856144808,1,0.0184163,100.424,24.85176404,4.78209524,0.07954289,21,1.0,9.0,0.1433121
33729,GRS184003002,2020-03-02,0,0.16736,0.176,0.11416066315132177,0.11612645547726348,0.11416166315132177,0.9015199052934391,1,0.00196579,0.11664,0.04035653,0.00555429,0.031712,14,0.666667,0.024,0.13068182
1976,CH0198251305,2020-03-02,0,30.5604,31.55,0.014217511702008792,0.019491948479506853,0.014218511702008791,0.14376564884118817,1,0.00527444,59.2196,13.93740321,2.81998095,0.08504418,21,1.0,4.03,0.11783626
26477,GRS065003014,2020-03-02,0,1.4224,1.414,0.18414486297708116,0.24367761682943231,0.18414586297708116,0.674075640991397,1,0.05953275,0.6197334,0.22479595,0.02951111,0.02044698,21,1.0,0.16333333,0.125
32693,GRS148003015,2020-03-02,0,1.0628000000000002,0.97,-0.05066816131908405,0.025036340622256098,-0.050667161319084046,0.38631859268858365,1,0.0757045,0.7328,0.21215994,0.03489524,0.03095413,15,0.714286,0.0928,0.09278351
18189,GRC815117CD9,2020-03-02,0,100.068368,98.6,-0.012492359832216684,-0.0094518613045747,-0.012491359832216685,0.000967366392521135,1,0.0030405,4.950168,2.36124455,0.23572229,0.00236007,6,0.285714,1.468368,0.01467365
6121,DE000A0H08Q4,2020-03-03,0,47.855,47.44,-0.03387847260725683,-0.008022681559730349,-0.03387747260725683,0.09676386879977614,1,0.02585579,15.635,4.3392943,0.74452381,0.01448323,21,1.0,2.35,0.04592535
33211,GRS165063009,2020-03-02,0,1.1088,1.1,-0.25668582431712766,-0.08295609380072202,-0.2566848243171277,0.6588368113410147,1,0.17372973,1.8438,0.55236079,0.0878,0.07556969,20,0.952381,0.335,0.34715026
6898,DE000BAY0017,2020-03-03,0,63.66,69.63,0.006948066758248179,0.008834880101646556,0.006949066758248179,0.2443002239720575,1,0.00188681,102.72,24.88185684,4.89142857,0.06570839,21,1.0,8.17,0.1083267
8450,ES0144580Y14,2020-03-02,0,10.725,10.77,-0.07770196775884847,-0.07008851896996444,-0.07770096775884847,0.1497651237981423,1,0.00761345,4.625,1.41715031,0.2202381,0.02067173,20,0.952381,0.885,0.08575581
3271,DE0005557508,2020-03-02,0,14.888,14.78,0.00551442330180376,0.007489893428228717,0.00551542330180376,0.026759737978061984,1,0.00197547,12.17,3.35959581,0.57952381,0.03669823,21,1.0,1.66,0.09952038
9745,FI0009000681,2020-03-02,0,3.4945,3.67,0.06959972691596443,0.08732298883211094,0.06960072691596443,0.16434520699134197,1,0.01772326,9.108,2.2796185,0.43371429,0.11243249,21,1.0,0.801,0.1968059
13372,FR0013176526,2020-03-03,0,21.5,21.81,0.059737596707410405,0.10499053602001908,0.059738596707410406,0.39574249961853225,1,0.04525294,11.47,3.15006349,0.54619048,0.02143285,21,1.0,1.74,0.06888361
4566,DE0006599905,2020-03-02,0,113.1,106.6,0.027502789270648385,0.1166461329356184,0.027503789270648386,0.18942604181655193,1,0.08914334,239.8,55.26635505,11.41904762,0.09468676,21,1.0,17.4,0.1407767
20002,GRF000024007,2020-03-02,0,8.233584,8.2234,-0.011049320590237815,-0.00879082041938469,-0.011048320590237816,0.022605673946053773,1,0.0022585,0.302784,0.10715379,0.01441829,0.00174978,21,1.0,0.0781,0.00955398
9229,EU000A1G0D39,2020-03-04,0,102.50957,102.45787,-0.003905056398334692,-0.002049617630965264,-0.003904056398334692,-0.0019389467825199733,1,0.00185544,1.215242,0.33400879,0.05786867,0.00056594,21,1.0,0.16367,0.00159744
18449,GRC8161185B1,2020-03-03,0,100.2,101.7,-0.02902743993020592,-0.025460946941655287,-0.02902643993020592,-0.0025835254381991134,1,0.00356649,12.976104,3.77222409,0.61790971,0.00605076,19,0.904762,1.66,0.01595234
30880,GRS131003006,2020-03-02,0,0.185,0.16,0.008022538784544469,0.01919262072634693,0.008023538784544468,0.8046133862532643,1,0.01117008,0.23,0.06480741,0.01095238,0.06291654,21,1.0,0.025,0.13513514
34247,GRS204003008,2020-03-02,0,7.7324,7.2,-0.08704838470165255,-0.08367566076193514,-0.08704738470165255,0.0585531595494105,1,0.00337272,3.0824,1.07830875,0.14678095,0.01826667,19,0.904762,0.69,0.09570042
22851,GRF000084001,2020-03-02,0,2.309384,2.2847,-0.1162167698487186,-0.0910247396119207,-0.1162157698487186,0.2048301743218171,1,0.02519203,0.651184,0.21988063,0.03100876,0.01318616,21,1.0,0.1279,0.05769318
18707,GRC8171186B7,2020-03-02,0,91.946,90.0,-0.006390791824541987,-0.002555051808439241,-0.0063897918245419865,0.010675637106817204,1,0.00383574,14.0074,4.77430101,0.66701905,0.00726146,13,0.619048,2.0667,0.02252944
778,BE0974293251,2020-03-03,0,51.26,52.0,0.0419726283848094,0.06959725252664756,0.0419736283848094,0.26334131755271434,1,0.02762462,24.98,9.03141185,1.18952381,0.02032495,21,1.0,6.79,0.12323049
25441,GRS047063003,2020-03-02,0,1.044,1.1,-0.061052820753987797,-0.05629996051532094,-0.061051820753987796,1.2219941446060245,1,0.00475286,0.716,0.24152847,0.03409524,0.03128583,11,0.52381,0.11,0.10091743
20522,GRF000029006,2020-03-04,0,11.4817,11.4843,0.007401148265038593,0.007696174582346366,0.007402148265038593,0.010972355460299168,1,0.00029503,0.111408,0.03389686,0.00530514,0.00046139,21,1.0,0.017308,0.00150654
21040,GRF000031002,2020-03-04,0,13.7987,13.7577,-0.005414225287080149,0.013623718075509827,-0.0054132252870801485,0.10751190544808434,1,0.01903794,3.111076,1.0388276,0.14814648,0.01050944,21,1.0,0.580476,0.04174052
28291,GRS092103001,2020-03-03,0,0.133,0.125,0.5285621474379885,0.5358618192746478,0.5285631474379885,0.9274833604473735,1,0.00729967,0.1286,0.04318287,0.00612381,0.04579317,19,0.904762,0.028,0.21212121
11040,FR0000121014,2020-03-02,0,376.1,422.0,0.03654357996696439,0.09355264721007145,0.03654457996696439,0.4450168945900848,1,0.05700907,541.3,151.0313047,25.77619048,0.06381712,21,1.0,63.85,0.15616974
12596,FR0007054358,2020-03-04,0,33.265,32.85,0.02331177577326041,0.028430439519225824,0.02331277577326041,0.1058211046078706,1,0.00511866,8.035,2.53580855,0.38261905,0.01097853,21,1.0,1.455,0.04107269
3012,DE0005552004,2020-03-02,0,26.995,29.992,0.11439350244024755,0.1389700561300081,0.11439450244024756,0.18662222551089575,1,0.02457655,34.653,9.10623923,1.65014286,0.05441315,21,1.0,4.756,0.16952415
4050,DE0005933956,2020-03-04,0,34.86,36.26,0.04132961461330471,0.06492722911727752,0.041330614613304714,0.09799423277874762,1,0.02359761,32.652,8.77830633,1.55485714,0.04199606,21,1.0,4.35,0.12737921
27255,GRS087003000,2020-03-03,0,0.57,0.61,0.2650501886003175,0.27212595356791835,0.26505118860031746,0.3024792123649898,1,0.00707576,0.54368,0.1944017,0.02588952,0.03950253,21,1.0,0.148,0.22769231
32177,GRS145003000,2020-03-04,0,7.1,6.8,-0.018466792291763574,-0.007504593327218975,-0.018465792291763573,0.3134149727348587,1,0.0109622,5.0164,1.68791379,0.23887619,0.03379799,19,0.904762,1.09,0.15549215
34768,GRS213213002,2020-03-05,0,0.4,0.413,0.09261597761620942,0.10352239983364629,0.09261697761620942,1.5161048243992272,1,0.01090642,0.73176,0.20709915,0.03484571,0.0701418,19,0.904762,0.099,0.21758242
11299,FR0000125007,2020-03-02,0,31.92,34.567,-0.008005911465347034,0.1383296589758804,-0.008004911465347035,0.1491062647427881,1,0.14633557,28.423,7.4954659,1.35347619,0.0393601,21,1.0,3.983,0.1260443
10267,FR0000120271,2020-03-06,0,37.15,39.05,-0.06310270096551773,-0.06133998479544382,-0.06310170096551773,0.014623832311436071,1,0.00176272,14.415,4.06226845,0.68642857,0.01675628,21,1.0,2.125,0.05114401
34508,GRS208303008,2020-03-04,0,1.17,1.16,0.2595597191606807,0.2795283769119352,0.2595607191606807,1.0537628088774629,1,0.01996866,0.7562,0.26003161,0.03600952,0.0276458,19,0.904762,0.17,0.13178295
24407,GRS004013009,2020-03-04,0,14.58,14.7,0.025347946282618935,0.026067896305888932,0.025348946282618936,0.07243239599606194,1,0.00071995,5.3664,1.77752439,0.25554286,0.0167529,20,0.952381,0.94,0.06080207
14148,GB00B15KY989,2020-03-02,0,6.74399611,6.658041,-0.03584737510823205,-0.02893859978747279,-0.03584637510823205,-0.0029383415973585334,1,0.00690878,3.30584017,0.83500784,0.15742096,0.02220101,21,1.0,0.33683325,0.04671284
17422,GRC4951193D4,2020-03-16,0,62.5571,79.4,0.06906576916384456,0.17338522240859408,0.06906676916384456,0.17338522240859408,1,0.10431945,65.064328,26.54794778,3.09830133,0.03896899,21,1.0,16.8429,0.26924042
29590,GRS117123000,2020-03-09,0,3.22,3.5,0.04879558736369672,0.06869152437643036,0.04879658736369672,0.3091344390933026,1,0.01989594,1.44,0.43908997,0.06857143,0.01945535,19,0.904762,0.28,0.08695652
24151,GRS003003035,2020-03-09,0,1.42,1.78,-0.03902375368176467,-0.003140378318263784,-0.039022753681764666,1.3985660643802271,1,0.03588338,2.504,0.70564191,0.1192381,0.05697147,20,0.952381,0.36,0.25352113
23890,GRS001003037,2020-03-05,0,14.46,12.2,0.35193366844584795,0.5508884476030065,0.3519346684458479,2.8823682780610342,1,0.19895478,22.8176,7.27737904,1.08655238,0.06801083,20,0.952381,4.0,0.24691358
32439,GRS147233001,2020-03-09,0,1.53,1.69,-0.06894755511749694,-0.025407726421168463,-0.06894655511749694,1.1630650188830034,1,0.04353983,1.145,0.34230834,0.05452381,0.02957452,20,0.952381,0.16,0.10457516
24669,GRS014003032,2020-03-09,0,23.136,28.51,-0.03564538544835097,-0.014410232347552995,-0.03564438544835097,3.2305467675514077,1,0.02123515,45.99216,13.2703506,2.19010286,0.06274418,21,1.0,6.88,0.2322787
31920,GRS144003001,2020-03-06,0,1.17,1.403,0.04002633975475699,0.15534036963293532,0.04002733975475699,0.15924835619435623,1,0.11531403,1.681,0.45196571,0.08004762,0.06343801,20,0.952381,0.233,0.1991453
16378,GRC1451184D4,2020-03-04,0,102.9959,105.4,-0.005716183236220651,-0.0022205845321685946,-0.005715183236220651,0.005616649769837199,1,0.0034956,32.926388,8.32653143,1.56792324,0.0150223,21,1.0,3.2372,0.03121951
524,BE0974271034,2020-03-10,0,2.2,2.19,0.046179354453213174,0.05869244535907241,0.046180354453213175,0.5384673295216864,1,0.01251309,2.7628,0.91826218,0.1315619,0.04630295,20,0.952381,0.55,0.17741935
29326,GRS111003026,2020-03-02,0,1.5,1.5,0.1473000290165889,0.2551625452150112,0.1473010290165889,0.2718584342705398,1,0.10786252,1.4,0.4,0.06666667,0.04444444,13,0.619048,0.2,0.13333333
5,100974271034,2020-03-09,0,2.04,2.5,-0.017257751368342608,0.08751032679278112,-0.017256751368342607,0.5557045995495195,1,0.10476808,4.7358,1.25295796,0.22551429,0.07530869,20,0.952381,0.61,0.2254902
15412,GR0124035693,2020-03-03,0,122.4,122.97,0.001307039880295517,0.0016913415317366168,0.0013080398802955168,0.0073318888260177,1,0.0003843,9.0852,2.67961397,0.43262857,0.00350148,20,0.952381,1.27,0.0104355
10011,FI0009003305,2020-03-11,0,31.29,32.12,0.07102171581064547,0.08009777290368363,0.07102271581064547,0.09348116484783194,1,0.00907606,15.25,4.63658279,0.72619048,0.01993211,21,1.0,3.12,0.0955297
4825,DE0007100000,2020-03-02,0,37.8,37.58,-0.038102324273299,-0.03749366610443798,-0.038101324273299,0.05648907514070454,1,0.00060866,16.33,4.67137025,0.77761905,0.01869703,21,1.0,2.735,0.0687445
22600,GRF000045002,2020-03-12,0,13.2951,14.2448,0.05645465723035304,0.09822952878794484,0.05645565723035304,0.1412572691410826,1,0.04177487,8.657627,2.54255496,0.41226795,0.0271141,21,1.0,1.3083,0.09109963
5349,DE0008404005,2020-03-10,0,180.56,168.8,0.1541783796221606,0.16143164545722663,0.1541793796221606,0.17840198544495242,1,0.00725327,109.19,32.98076864,5.19952381,0.02668765,21,1.0,19.84,0.1175634
24929,GRS015003007,2020-03-10,0,1.03,0.9,0.14997315699884842,0.18203475029107388,0.14997415699884842,0.9889428849748728,1,0.03206159,1.74216,0.45969158,0.08296,0.06294309,21,1.0,0.188,0.18232044
7157,ES00000121G2,2020-03-03,0,120.181985,120.136667,-0.006542543284984503,-0.006427051249193987,-0.0065415432849845025,-0.00553691190941526,1,0.00011549,2.732158,0.86637806,0.13010276,0.00108442,21,1.0,0.503166,0.00420135
3535,DE0005933931,2020-03-09,0,88.69,98.7,0.15118801420920738,0.15541662761207653,0.15118901420920738,0.15883972265681326,1,0.00422861,44.81,14.26388797,2.13380952,0.0209196,21,1.0,10.01,0.11286504
260,AU3CB0258465,2020-03-03,0,63.15371238,63.610294,0.026147540202061306,0.028617274785260074,0.026148540202061307,0.03140554058905933,1,0.00246973,10.77731495,2.79522768,0.51320547,0.00787008,21,1.0,1.1895549,0.01823824
33991,GRS191213008,2020-03-05,0,0.825,1.178,0.3673525206677072,0.3702330976710892,0.36735352066770716,0.5663933454747822,1,0.00288058,1.32716,0.47348874,0.0631981,0.05337356,19,0.904762,0.353,0.42787879
3797,DE0005933949,2020-03-12,0,24.305,28.145,0.13264081566936922,0.15915750947157567,0.13264181566936922,0.16159142535592935,1,0.02651669,23.65,7.21473492,1.12619048,0.03873105,21,1.0,3.84,0.15799218
12861,FR0010315770,2020-03-12,0,159.75,174.43,0.13076950224325531,0.15277411283562153,0.13077050224325532,0.17934425324509,1,0.02200461,89.56,27.055517,4.2647619,0.0229001,21,1.0,14.68,0.09189358
14667,GR0114031561,2020-03-03,0,111.65,112.06,-0.012642856517220802,-0.012110012100378013,-0.012641856517220803,-0.010181407498137623,1,0.00053284,2.8,0.92195445,0.13333333,0.00118872,20,0.952381,0.56,0.00500357
11563,FR0000125486,2020-03-09,0,80.72,87.52,0.1707764905510226,0.18016183629676202,0.1707774905510226,0.21349212434103673,1,0.00938535,39.83,12.31580692,1.89666667,0.02045318,21,1.0,6.8,0.08424182
1038,BE0974303357,2020-03-04,0,1.106,1.185,0.24937239246608908,0.26724382652827555,0.24937339246608908,0.26740135127008435,1,0.01787143,2.08852,0.61572782,0.09945333,0.08184996,21,1.0,0.361,0.32998172
8710,ES0173516115,2020-03-03,0,10.35,10.22,-0.1331695587583134,-0.131614790964821,-0.1331685587583134,-0.10838191512073263,1,0.00155477,3.805,1.09481734,0.18119048,0.01577246,20,0.952381,0.635,0.05612019
2495,DE0001102457,2020-03-03,0,108.34682,108.369835,-0.003117789640499385,-0.0023136791480249906,-0.003116789640499385,0.004362014156055165,1,0.00080411,3.691207,1.0321404,0.17577176,0.00164138,21,1.0,0.562294,0.0051951
5092,DE0007164600,2020-03-12,0,90.01,100.32,0.16870432023758394,0.2015336366426608,0.16870532023758394,0.39595902089604723,1,0.03282932,64.59,19.68100353,3.07571429,0.02915484,21,1.0,10.31,0.11454283
13894,GB00B15KXV33,2020-03-09,0,4.4001327,5.5662727,0.0597290536913595,0.07861145604361724,0.0597300536913595,0.17475403516293578,1,0.0188824,4.49723062,1.55095064,0.21415384,0.03736007,21,1.0,1.16614,0.26502383
22338,GRF000038007,2020-03-09,0,0.9732,1.4209,0.21499472792169386,0.27998935562273436,0.21499572792169386,0.32114947395512594,1,0.06499463,2.095164,0.70311443,0.09976971,0.08275119,21,1.0,0.4477,0.46002877
9487,EU000A1U9985,2020-03-03,0,101.592768,101.57222,-0.0041282820092412055,-0.004115908418555927,-0.004127282009241205,-0.0019710440712698727,1,1.237e-05,0.459459,0.13202325,0.021879,0.00021573,21,1.0,0.074821,0.00073663
5603,DE000A0DEN75,2020-03-03,0,89.337288,91.685387,-0.01467428354501635,0.0005901291450505888,-0.01467328354501635,0.3599310044214068,1,0.01526441,57.665358,13.46988805,2.74596943,0.0294235,21,1.0,4.237664,0.04445203
1555,CA580135CD12,2020-03-03,0,71.22334856741999,72.47934,-0.002074620785816719,-0.0017022828397992584,-0.002073620785816719,0.061247447496038276,1,0.00037234,16.84116852,4.64198804,0.80196041,0.01107126,21,1.0,2.11222993,0.02888542
7416,ES0000012A89,2020-03-03,0,111.159726,110.32885,-0.005913703047637399,-0.005244596279069904,-0.005912703047637399,0.03237742606876551,1,0.00066911,5.03221,1.51080223,0.23962905,0.00216736,21,1.0,0.830876,0.00748149
2236,DE0001102325,2020-03-03,0,109.960638,110.014145,-0.008096930804605006,-0.00790556323690416,-0.008095930804605007,-0.007152845587095252,1,0.00019137,1.141032,0.329118,0.05433486,0.00049548,21,1.0,0.165343,0.0015047
13113,FR0010510800,2020-03-03,0,104.595,104.594,-0.011645019548911083,-0.01155945944722334,-0.011644019548911083,-0.007378625454227573,1,8.556e-05,0.105,0.02879236,0.005,4.779e-05,19,0.904762,0.012,0.00011473
19485,GRF000022001,2020-03-03,0,13.3538,13.3722,-0.0029086950146647032,-0.0021212324113841566,-0.002907695014664703,0.004344504813167456,1,0.00078746,0.2209,0.08285584,0.01051905,0.00078653,21,1.0,0.0634,0.00475269
20780,GRF000030004,2020-03-03,0,11.215942394,11.4024868,-0.002174536810490407,-0.001963831953913529,-0.0021735368104904068,0.024428823073691874,1,0.0002107,2.51506695,0.63532163,0.11976509,0.01057471,21,1.0,0.2276535,0.02005545
31140,GRS131004004,2020-03-03,0,0.348,0.35,0.057775091713747194,0.06450899527800819,0.057776091713747195,3.5844022637072896,1,0.0067339,0.016,0.00565685,0.0007619,0.00218938,8,0.380952,0.002,0.00574713
23111,GRF000093002,2020-03-03,0,12.3509,12.4558,0.0009224186433109959,0.0025998353412377074,0.0009234186433109959,0.011802435599274363,1,0.00167742,1.082404,0.35730734,0.05154305,0.00414683,21,1.0,0.2262,0.01839249
8192,ES0113900J37,2020-03-03,0,3.2355,3.846,-0.27699588949912063,-0.20700706685472997,-0.27699488949912066,0.05900776122083006,1,0.06998882,3.011,1.02172746,0.14338095,0.04144341,21,1.0,0.6105,0.18868799
26737,GRS070003009,2020-03-03,0,1.786,1.75,0.20385742409653834,0.21704517046183505,0.20385842409653834,1.4564571946482006,1,0.01318775,1.36092,0.40044211,0.06480571,0.03480965,21,1.0,0.27,0.15428571
20262,GRF000025004,2020-03-03,0,8.0027,8.036,0.0022922506721365274,0.0029981074200926753,0.0022932506721365276,0.05499602461210983,1,0.00070586,0.67512,0.16633834,0.03214857,0.00404088,21,1.0,0.0653,0.00820424
6122,DE000A0H08Q4,2020-03-04,0,48.375,47.85,-0.042861436743113025,-0.030634312034538924,-0.042860436743113024,0.09676386879977614,1,0.01222712,14.85,4.17001199,0.70714286,0.01380704,21,1.0,2.35,0.04592535
