query_index,col_item,col_timestamp,cf_index,factual_rating,cf_rating,factual_prediction,cf_prediction,desired_min,desired_max,validity,lift,l1_dist,l2_dist,mean_abs_delta,mean_rel_delta,n_changed,sparsity,max_abs_delta,max_rel_delta
12,100974271034,2021-06-14,0,4.805,4.5,0.0383478382301847,0.1174537903561002,0.0383488382301847,0.581898195093973,1,0.07910595,3.905,0.97034788,0.18595238,0.03976197,21,1.0,0.37,0.07991361
13,100974271034,2021-06-15,0,4.815,4.6,0.0321975853231052,0.0821558678804088,0.0321985853231052,0.581898195093973,1,0.04995828,2.58,0.69491007,0.12285714,0.02602126,21,1.0,0.305,0.06496273
14,100974271034,2021-06-16,0,4.71,4.8,0.0241906176204997,0.0472408928133871,0.0241916176204997,0.581898195093973,1,0.02305028,2.415,0.6526676,0.115,0.02442492,21,1.0,0.305,0.06496273
15,100974271034,2021-06-17,0,4.67,4.8,0.0146830344508543,0.0837123898667749,0.0146840344508543,0.581898195093973,1,0.06902936,2.24,0.59148119,0.10666667,0.02265704,21,1.0,0.24,0.05042017
16,100974271034,2021-06-18,0,4.55,4.8,0.0047225171316008,0.0137845114095714,0.0047235171316008,0.581898195093973,1,0.00906199,2.25,0.59560893,0.10714286,0.02287251,21,1.0,0.25,0.05494505
17,100974271034,2021-06-21,0,4.709999999999999,4.7,-0.0051167209578932,-0.0027451125060364,-0.0051157209578932,0.581898195093973,1,0.00237161,1.98,0.55267531,0.09428571,0.02016392,20,0.952381,0.25,0.05494505
18,100974271034,2021-06-22,0,4.5,4.5,-0.0018091964376987,0.1492318215871904,-0.0018081964376987,0.581898195093973,1,0.15104102,3.07,0.8272545,0.14619048,0.03142892,19,0.904762,0.35,0.07526882
19,100974271034,2021-06-23,0,4.45,4.7,-0.0059508978308426,-0.0047098521721118,-0.0059498978308426,0.581898195093973,1,0.00124105,2.56,0.66275938,0.12190476,0.02620555,21,1.0,0.25,0.05617978
20,100974271034,2021-06-24,0,4.52,4.8,-0.0110479344034443,0.1473869142103385,-0.0110469344034443,0.581898195093973,1,0.15843485,3.195,0.86059572,0.15214286,0.03280395,19,0.904762,0.35,0.07526882
21,100974271034,2021-06-25,0,4.475,4.5,-0.0121320792968046,0.0769551622189611,-0.0121310792968046,0.581898195093973,1,0.08908724,3.77,0.95908811,0.17952381,0.03885129,21,1.0,0.37,0.07991361
22,100974271034,2021-06-28,0,4.5,4.5,-0.0088337389243493,-0.0086200689455851,-0.0088327389243493,0.581898195093973,1,0.00021367,1.57,0.46845491,0.0747619,0.01617256,18,0.857143,0.25,0.05617978
23,100974271034,2021-06-29,0,4.4,4.8,-0.0074836198594113,0.1248028216926723,-0.0074826198594113,0.581898195093973,1,0.13228644,4.05,1.09057324,0.19285714,0.04211228,20,0.952381,0.45,0.0989011
24,100974271034,2021-06-30,0,4.44,4.8,-0.0127720448862294,0.0312534278243061,-0.0127710448862294,0.581898195093973,1,0.04402547,3.095,0.83001506,0.14738095,0.03216037,20,0.952381,0.36,0.08108108
25,100974271034,2021-07-01,0,4.51,4.5,-0.0164781667580112,-0.0144954593741401,-0.0164771667580112,0.581898195093973,1,0.00198271,2.145,0.58096902,0.10214286,0.02216077,20,0.952381,0.25,0.05494505
26,100974271034,2021-07-02,0,4.475,4.6,-0.0098507106420698,0.0718769029298507,-0.0098497106420698,0.581898195093973,1,0.08172761,3.335,0.91876276,0.15880952,0.03475985,21,1.0,0.47,0.10151188
27,100974271034,2021-07-05,0,4.48,4.6,-0.0098507106420698,0.0698106403936279,-0.0098497106420698,0.581898195093973,1,0.07966135,3.165,0.91740122,0.15071429,0.03312293,20,0.952381,0.5,0.10869565
28,100974271034,2021-07-06,0,4.59,4.8,-0.0133878537931616,0.0290452246526834,-0.0133868537931616,0.581898195093973,1,0.04243308,2.875,0.79732365,0.13690476,0.0301256,20,0.952381,0.4,0.08695652
29,100974271034,2021-07-07,0,4.64,4.6,-0.0156457189944174,-0.0143167677646329,-0.0156447189944174,0.581898195093973,1,0.00132895,1.425,0.40905379,0.06785714,0.01482667,19,0.904762,0.2,0.04444444
30,100974271034,2021-07-08,0,4.435,4.6,-0.0145887229862784,-0.0115557966527153,-0.0145877229862784,0.581898195093973,1,0.00303293,1.98,0.53258802,0.09428571,0.02061588,20,0.952381,0.25,0.05617978
31,100974271034,2021-07-09,0,4.54,4.6,-0.0130217545883631,-0.002557100288453,-0.0130207545883631,0.581898195093973,1,0.01046465,2.235,0.58019393,0.10642857,0.02323671,21,1.0,0.25,0.05494505
32,100974271034,2021-07-12,0,4.45,4.6,-0.0110833227164742,-0.0039240099795113,-0.0110823227164742,0.581898195093973,1,0.00715931,2.495,0.66191011,0.11880952,0.02594445,19,0.904762,0.25,0.05617978
33,100974271034,2021-07-13,0,4.495,4.4,-0.0117580721654969,-0.0116945204902672,-0.0117570721654969,0.581898195093973,1,6.355e-05,2.075,0.53490653,0.09880952,0.02183252,21,1.0,0.25,0.05494505
34,100974271034,2021-07-14,0,4.44,4.5,-0.0057261076737006,-0.0040737180944734,-0.0057251076737006,0.581898195093973,1,0.00165239,2.76,0.75993421,0.13142857,0.02915502,21,1.0,0.35,0.07865169
35,100974271034,2021-07-15,0,4.46,4.5,-0.006310180546951,-0.0047487649010996,-0.006309180546951,0.581898195093973,1,0.00156142,2.17,0.59665736,0.10333333,0.02284505,19,0.904762,0.25,0.05617978
36,100974271034,2021-07-16,0,4.455,4.5,-0.0062556964609496,-0.003377293649327,-0.0062546964609496,0.581898195093973,1,0.0028784,2.005,0.51973551,0.09547619,0.02121379,21,1.0,0.25,0.05494505
37,100974271034,2021-07-19,0,4.15,4.4,0.0002993461810519,0.0021635368195144,0.0003003461810519,0.581898195093973,1,0.00186419,2.005,0.51973551,0.09547619,0.02146597,21,1.0,0.25,0.06024096
38,100974271034,2021-07-20,0,4.155,4.6,0.0034083096770481,0.0258785624859431,0.0034093096770481,0.581898195093973,1,0.02247025,5.74,1.44293104,0.27333333,0.06180135,21,1.0,0.6,0.13333333
39,100974271034,2021-07-21,0,4.36,4.5,0.0039801225486058,0.0042089342360241,0.0039811225486058,0.581898195093973,1,0.00022881,2.29,0.65852107,0.10904762,0.02481758,19,0.904762,0.35,0.08433735
40,100974271034,2021-07-22,0,4.32,4.5,-0.0091423898928155,-0.0005322871184598,-0.0091413898928155,0.581898195093973,1,0.0086101,2.22,0.63525585,0.10571429,0.02412648,19,0.904762,0.35,0.08433735
41,100974271034,2021-07-23,0,4.36,4.5,-0.0129957562620858,0.0068876202892086,-0.0129947562620858,0.581898195093973,1,0.01988338,2.43,0.66914124,0.11571429,0.02635128,21,1.0,0.345,0.08303249
42,100974271034,2021-07-26,0,4.4,4.4,0.0024799758706897,0.01421322531332,0.0024809758706897,0.581898195093973,1,0.01173325,3.455,0.95400472,0.16452381,0.03750774,20,0.952381,0.445,0.10709988
43,100974271034,2021-07-27,0,4.37,4.5,-0.0032445766470592,0.0102107442105136,-0.0032435766470592,0.581898195093973,1,0.01345532,3.285,0.9148907,0.15642857,0.03574973,20,0.952381,0.445,0.10709988
44,100974271034,2021-07-28,0,4.48,4.5,0.0019449437653652,0.0498157211144503,0.0019459437653652,0.581898195093973,1,0.04787078,3.265,0.89242647,0.15547619,0.0354438,21,1.0,0.36,0.08303249
45,100974271034,2021-07-29,0,4.47,4.5,0.0019282377896229,0.0080863986767999,0.0019292377896229,0.581898195093973,1,0.00615816,2.735,0.78531841,0.1302381,0.02980215,20,0.952381,0.445,0.10709988
46,100974271034,2021-07-30,0,4.49,4.5,0.0083566173839068,0.0103641812036606,0.0083576173839068,0.581898195093973,1,0.00200756,2.695,0.76663225,0.12833333,0.02937259,21,1.0,0.345,0.08303249
47,100974271034,2021-08-02,0,4.605,4.8,0.0216158681922293,0.1703227864243233,0.0216168681922293,0.581898195093973,1,0.14870692,4.385,1.11001126,0.20880952,0.04687803,21,1.0,0.49,0.10675381
48,100974271034,2021-08-03,0,4.575,4.6,0.0115827275461464,0.0175033560924157,0.0115837275461464,0.581898195093973,1,0.00592063,1.72,0.50729676,0.08190476,0.01865614,20,0.952381,0.35,0.08433735
49,100974271034,2021-08-04,0,4.59,4.6,0.0023312050584741,0.0274683997215503,0.0023322050584741,0.581898195093973,1,0.02513719,2.05,0.61753542,0.09761905,0.02242824,21,1.0,0.35,0.08433735
50,100974271034,2021-08-05,0,4.59,4.6,0.0050280216073624,0.0062178635008356,0.0050290216073624,0.581898195093973,1,0.00118984,1.61,0.49784536,0.07666667,0.01751942,20,0.952381,0.35,0.08433735
51,100974271034,2021-08-06,0,4.54,4.59,0.0063256083364523,0.0093574262726284,0.0063266083364523,0.581898195093973,1,0.00303182,1.495,0.47236109,0.07119048,0.01627223,20,0.952381,0.35,0.08433735
52,100974271034,2021-08-09,0,4.595,4.54,0.0097931190923042,0.0153508837258069,0.0097941190923042,0.581898195093973,1,0.00555776,1.41,0.45447772,0.06714286,0.01537378,20,0.952381,0.35,0.08433735
53,100974271034,2021-08-10,0,4.59,4.59,0.010151400612836,0.0104065417768566,0.010152400612836,0.581898195093973,1,0.00025514,1.36,0.45171894,0.0647619,0.01483874,19,0.904762,0.35,0.08433735
54,100974271034,2021-08-11,0,4.595,4.59,0.0101694160334131,0.0106268854694682,0.0101704160334131,0.581898195093973,1,0.00045747,1.27,0.44164465,0.06047619,0.01388414,19,0.904762,0.35,0.08433735
55,100974271034,2021-08-12,0,4.6,4.54,0.0134744605416434,0.0164375657222975,0.0134754605416434,0.581898195093973,1,0.00296311,2.36,0.65119122,0.11238095,0.02563858,20,0.952381,0.35,0.08433735
56,100974271034,2021-08-13,0,4.6,4.59,0.0128855486091577,0.0204599316780577,0.0128865486091577,0.581898195093973,1,0.00757438,3.07,0.80669077,0.14619048,0.0329856,21,1.0,0.345,0.08303249
57,100974271034,2021-08-16,0,4.595,4.6,0.0109552847886973,0.0114127542247524,0.0109562847886973,0.581898195093973,1,0.00045747,1.64,0.57231984,0.07809524,0.01806793,21,1.0,0.35,0.08433735
58,100974271034,2021-08-17,0,4.495,4.6,0.0176094060848886,0.062426455027724,0.0176104060848886,0.581898195093973,1,0.04481705,1.395,0.46483868,0.06642857,0.01516421,21,1.0,0.345,0.08303249
59,100974271034,2021-08-18,0,4.44,4.49,0.004915658711843,0.0130122205924651,0.004916658711843,0.581898195093973,1,0.00809656,0.87,0.27009258,0.04142857,0.00928523,18,0.857143,0.16,0.03669725
60,100974271034,2021-08-19,0,4.305,4.44,-0.0036182574550202,0.0024225698866951,-0.0036172574550202,0.581898195093973,1,0.00604083,0.845,0.25607616,0.0402381,0.00903102,18,0.857143,0.135,0.03135889
61,100974271034,2021-08-20,0,4.3,4.45,-0.0082383323107798,0.0150108134013915,-0.0082373323107798,0.581898195093973,1,0.02324915,2.265,0.61479671,0.10785714,0.02407725,19,0.904762,0.3,0.06818182
62,100974271034,2021-08-23,0,4.45,4.15,-0.0383551875673441,0.0321944034323809,-0.0383541875673441,0.581898195093973,1,0.07054959,2.325,0.64060518,0.11071429,0.02466629,19,0.904762,0.3,0.06818182
63,100974271034,2021-08-24,0,4.67,4.49,-0.0303453170576087,0.1282035027705546,-0.0303443170576087,0.581898195093973,1,0.15854882,2.255,0.60462798,0.10738095,0.0239782,21,1.0,0.3,0.06976744
64,100974271034,2021-08-25,0,4.64,4.59,-0.0115203170890383,0.1834333761963929,-0.0115193170890383,0.581898195093973,1,0.19495369,2.455,0.65952635,0.11690476,0.02573789,21,1.0,0.31,0.06638116
65,100974271034,2021-08-26,0,4.58,4.48,-0.0006457691050707,0.1566539695159045,-0.0006447691050707,0.581898195093973,1,0.15729974,2.325,0.60255705,0.11071429,0.02436447,20,0.952381,0.28,0.06306306
66,100974271034,2021-08-27,0,4.53,4.49,0.0050324469095608,0.0197206069581076,0.0050334469095608,0.581898195093973,1,0.01468816,2.625,0.77290038,0.125,0.02732466,20,0.952381,0.445,0.0968444
67,100974271034,2021-08-30,0,4.7,4.45,-0.0045855788821643,-0.000364776779374,-0.0045845788821643,0.581898195093973,1,0.0042208,2.295,0.59997917,0.10928571,0.0240232,19,0.904762,0.25,0.05319149
68,100974271034,2021-08-31,0,4.73,4.7,-0.0104178719765029,-0.0087109789554379,-0.0104168719765029,0.581898195093973,1,0.00170689,1.16,0.37940743,0.0552381,0.01213537,18,0.857143,0.22,0.04710921
69,100974271034,2021-09-01,0,4.64,4.44,-0.0078198373239642,0.0004782900206035,-0.0078188373239642,0.581898195093973,1,0.00829813,2.315,0.60739197,0.1102381,0.02413357,19,0.904762,0.25,0.05319149
70,100974271034,2021-09-02,0,4.605,4.64,-0.0161387216492166,-0.0126693934078791,-0.0161377216492166,0.581898195093973,1,0.00346933,1.25,0.3905765,0.05952381,0.01305698,18,0.857143,0.22,0.04710921
71,100974271034,2021-09-03,0,4.62,4.15,-0.0145782103408404,0.2431529777176401,-0.0145772103408404,0.581898195093973,1,0.25773119,3.09,0.94601797,0.14714286,0.03226129,18,0.857143,0.47,0.1017316
72,100974271034,2021-09-06,0,4.6,4.62,-0.0146518123020624,-0.0145782103408404,-0.0146508123020624,0.581898195093973,1,7.36e-05,1.22,0.38787885,0.05809524,0.01273891,18,0.857143,0.22,0.04710921
73,100974271034,2021-09-07,0,4.625,4.6,-0.0154458593076375,-0.0146518123020624,-0.0154448593076375,0.581898195093973,1,0.00079405,2.13,0.61688735,0.10142857,0.02227187,21,1.0,0.37,0.07922912
74,100974271034,2021-09-08,0,4.66,4.4,-0.0154458593076375,-0.0016057204100303,-0.0154448593076375,0.581898195093973,1,0.01384014,2.55,0.66614563,0.12142857,0.02651532,20,0.952381,0.27,0.05781585
75,100974271034,2021-09-09,0,4.59,4.7,-0.0183882178076539,-0.0165497643161239,-0.0183872178076539,0.581898195093973,1,0.00183845,1.355,0.40462946,0.06452381,0.01412883,19,0.904762,0.22,0.04710921
76,100974271034,2021-09-10,0,4.56,4.44,-0.0207817365342653,-0.0099531695224103,-0.0207807365342653,0.581898195093973,1,0.01082857,1.925,0.55283361,0.09166667,0.02006,20,0.952381,0.275,0.05984766
77,100974271034,2021-09-13,0,4.7,4.3,-0.0178725477532188,-0.0157284398639977,-0.0178715477532188,0.581898195093973,1,0.00214411,2.085,0.63876835,0.09928571,0.02162821,20,0.952381,0.4,0.08510638
78,100974271034,2021-09-14,0,4.71,4.6,-0.0214265395416552,0.0104591162613458,-0.0214255395416552,0.581898195093973,1,0.03188566,2.49,0.69562921,0.11857143,0.02585097,21,1.0,0.31,0.06638116
79,100974271034,2021-09-15,0,4.8,4.67,-0.0133581484641801,-0.008101860375098,-0.0133571484641801,0.581898195093973,1,0.00525629,2.575,0.83879378,0.12261905,0.02735949,18,0.857143,0.49,0.11395349
80,100974271034,2021-09-16,0,4.87,4.55,-0.0092095412900624,-0.0039574916876809,-0.0092085412900624,0.581898195093973,1,0.00525205,2.575,0.83879378,0.12261905,0.02705645,18,0.857143,0.49,0.11395349
81,100974271034,2021-09-17,0,4.695,4.71,-0.0010892751234416,0.0424804331778535,-0.0010882751234416,0.581898195093973,1,0.04356971,2.175,0.7290919,0.10357143,0.02261814,18,0.857143,0.49,0.11395349
82,100974271034,2021-09-20,0,4.575,4.71,0.0012110095572078,0.014916498359325,0.0012120095572078,0.581898195093973,1,0.01370549,1.43,0.42743421,0.06809524,0.01477185,20,0.952381,0.25,0.05617978
83,100974271034,2021-09-21,0,4.5,4.67,-0.0005504518755522,0.0084515221170189,-0.0005494518755522,0.581898195093973,1,0.00900197,1.35,0.38613469,0.06428571,0.01389556,20,0.952381,0.21,0.04585153
84,100974271034,2021-09-22,0,4.515,4.55,-0.011730415095923,-0.0030544773215824,-0.011729415095923,0.581898195093973,1,0.00867594,1.295,0.3771273,0.06166667,0.01334699,20,0.952381,0.21,0.04585153
85,100974271034,2021-09-23,0,4.33,4.71,-0.0143669486401729,-0.0067310339719375,-0.0143659486401729,0.581898195093973,1,0.00763591,1.595,0.52936282,0.07595238,0.01670501,20,0.952381,0.38,0.08775982
86,100974271034,2021-09-24,0,4.45,4.3,-0.0115216687626488,-0.0112047158831196,-0.0115206687626488,0.581898195093973,1,0.00031695,2.465,0.70421943,0.11738095,0.02511811,21,1.0,0.36,0.07610994
87,100974271034,2021-09-27,0,4.34,4.67,-0.0134253164697347,-0.0124095980856592,-0.0134243164697347,0.581898195093973,1,0.00101572,2.635,0.73825808,0.12547619,0.02708014,20,0.952381,0.33,0.07603687
88,100974271034,2021-09-28,0,4.27,4.67,0.0047563587588327,0.0190804876021802,0.0047573587588327,0.581898195093973,1,0.01432413,2.505,0.74102969,0.11928571,0.0259593,21,1.0,0.4,0.09367681
89,100974271034,2021-09-29,0,4.31,4.67,0.0008828361735687,0.0169550660083048,0.0008838361735687,0.581898195093973,1,0.01607223,2.625,0.7123377,0.125,0.02736972,21,1.0,0.36,0.08352668
90,100974271034,2021-09-30,0,4.15,4.45,0.0155492093925555,0.0168905379553535,0.0155502093925555,0.581898195093973,1,0.00134133,3.475,0.89293057,0.16547619,0.03626639,20,0.952381,0.4,0.08213552
91,100974271034,2021-10-01,0,4.31,4.37,0.0199891993708271,0.2274717586998746,0.0199901993708271,0.581898195093973,1,0.20748256,3.65,0.94530418,0.17380952,0.03781852,20,0.952381,0.425,0.09189189
92,100974271034,2021-10-04,0,4.345,4.36,0.0278110011874671,0.047187924126403,0.0278120011874671,0.581898195093973,1,0.01937692,2.885,0.76891157,0.13738095,0.02990108,20,0.952381,0.39,0.08008214
93,100974271034,2021-10-05,0,4.41,4.32,0.0341583013233717,0.0408549511832278,0.0341593013233717,0.581898195093973,1,0.00669665,2.825,0.75948996,0.13452381,0.0293201,20,0.952381,0.39,0.08008214
94,100974271034,2021-10-06,0,4.31,4.36,0.0420435439497488,0.0458518983554507,0.0420445439497488,0.581898195093973,1,0.00380835,2.75,0.75079957,0.13095238,0.02858553,20,0.952381,0.39,0.08008214
95,100974271034,2021-10-07,0,4.5,4.4,0.0383177583852406,0.0444553132556282,0.0383187583852406,0.581898195093973,1,0.00613755,2.69,0.74033776,0.12809524,0.02800874,20,0.952381,0.39,0.08008214
96,100974271034,2021-10-08,0,4.56,4.31,0.01465833222164,0.0415347703951532,0.01465933222164,0.581898195093973,1,0.02687644,2.51,0.64892218,0.11952381,0.02651233,20,0.952381,0.295,0.06448087
97,100974271034,2021-10-11,0,4.545,4.5,0.0074695415265601,0.0190778555891879,0.0074705415265601,0.581898195093973,1,0.01160831,2.455,0.64274801,0.11690476,0.02593953,20,0.952381,0.295,0.06448087
98,100974271034,2021-10-12,0,4.5,4.5,0.0027107785461922,0.0199285770647126,0.0027117785461922,0.581898195093973,1,0.0172178,3.055,0.80307223,0.14547619,0.03240746,19,0.904762,0.37,0.08222222
99,100974271034,2021-10-13,0,4.46,4.56,-0.0039607933457828,0.0066894293969584,-0.0039597933457828,0.581898195093973,1,0.01065022,3.035,0.80032806,0.14452381,0.03226192,19,0.904762,0.37,0.08222222
100,100974271034,2021-10-14,0,4.42,4.55,0.0010977857356006,0.0047143807732236,0.0010987857356006,0.581898195093973,1,0.0036166,2.925,0.7744837,0.13928571,0.03128153,19,0.904762,0.37,0.08222222
101,100974271034,2021-10-15,0,4.465,4.57,0.0134236117743395,0.0343466023643333,0.0134246117743395,0.581898195093973,1,0.02092299,1.87,0.48481955,0.08904762,0.02013037,20,0.952381,0.19,0.04449649
102,100974271034,2021-10-18,0,4.36,4.46,0.0107735787402684,0.0129558525290573,0.0107745787402684,0.581898195093973,1,0.00218227,2.875,0.76284009,0.13690476,0.03093258,19,0.904762,0.37,0.08222222
103,100974271034,2021-10-19,0,4.415,4.42,0.017961121978424,0.0538709376114234,0.017962121978424,0.581898195093973,1,0.03590982,2.655,0.72892043,0.12642857,0.02864459,19,0.904762,0.37,0.08222222
104,100974271034,2021-10-20,0,4.44,4.47,0.0308985944971113,0.0310919803675278,0.0308995944971113,0.581898195093973,1,0.00019339,2.315,0.62874876,0.1102381,0.025051,19,0.904762,0.26,0.05895692
105,100974271034,2021-10-21,0,4.45,4.41,0.0315230601663038,0.0346382024088778,0.0315240601663038,0.581898195093973,1,0.00311514,1.75,0.48435524,0.08333333,0.01896562,20,0.952381,0.25,0.05482456
106,100974271034,2021-10-22,0,4.42,4.37,0.0229766331650332,0.2602909466505607,0.0229776331650332,0.581898195093973,1,0.23731431,3.63,0.98214052,0.17285714,0.03899169,18,0.857143,0.41,0.08991228
107,100974271034,2021-10-25,0,4.38,4.37,0.0160549305646212,0.0338182257875301,0.0160559305646212,0.581898195093973,1,0.0177633,2.62,0.71944423,0.1247619,0.02862605,20,0.952381,0.32,0.07710843
108,100974271034,2021-10-26,0,4.5,4.45,0.0179365752022124,0.0222556346439363,0.0179375752022124,0.581898195093973,1,0.00431906,1.88,0.53516353,0.08952381,0.02031236,19,0.904762,0.26,0.05895692
109,100974271034,2021-10-27,0,4.48,4.5,0.020078543169376,0.1524446810260476,0.020079543169376,0.581898195093973,1,0.13236614,3.13,0.91159201,0.14904762,0.03344861,18,0.857143,0.395,0.08690869
110,100974271034,2021-10-28,0,4.446,4.4,0.0195476838426504,0.0198899461546961,0.0195486838426504,0.581898195093973,1,0.00034226,1.806,0.52126385,0.086,0.01943948,19,0.904762,0.26,0.05895692
111,100974271034,2021-10-29,0,4.38,4.4,0.0209191744835059,0.0303410626881956,0.0209201744835059,0.581898195093973,1,0.00942189,1.926,0.55210144,0.09171429,0.02060064,19,0.904762,0.26,0.05895692
112,100974271034,2021-11-01,0,4.455,4.5,0.0230586168623871,0.0247734248731819,0.0230596168623871,0.581898195093973,1,0.00171481,1.741,0.50044081,0.08290476,0.01860302,19,0.904762,0.26,0.05895692
113,100974271034,2021-11-02,0,4.46,4.4,0.0136183680402384,0.039216114609351,0.0136193680402384,0.581898195093973,1,0.02559775,1.766,0.50280811,0.08409524,0.01886005,19,0.904762,0.26,0.05895692
114,100974271034,2021-11-03,0,4.47,4.4,0.0030908384311223,0.0100003436932114,0.0030918384311223,0.581898195093973,1,0.00690951,1.576,0.43602294,0.07504762,0.01679829,19,0.904762,0.235,0.05170517
115,100974271034,2021-11-04,0,4.44,4.5,0.0034717183878481,0.0552964506186524,0.0034727183878481,0.581898195093973,1,0.05182473,1.426,0.39295801,0.06790476,0.01525771,19,0.904762,0.17,0.03777778
116,100974271034,2021-11-05,0,4.42,4.5,0.0028458257488146,0.0225016482675431,0.0028468257488146,0.581898195093973,1,0.01965582,1.336,0.36320242,0.06361905,0.01432065,19,0.904762,0.165,0.03630363
117,100974271034,2021-11-08,0,4.42,4.2,-0.0090455008213679,0.0092942470349656,-0.0090445008213679,0.581898195093973,1,0.01833975,1.546,0.42451855,0.07361905,0.0165864,19,0.904762,0.22,0.04977376
118,100974271034,2021-11-09,0,4.45,4.4,-0.0012019753177534,0.0196917656698243,-0.0012009753177534,0.581898195093973,1,0.02089374,1.649,0.47253677,0.07852381,0.0176864,20,0.952381,0.265,0.06002265
119,100974271034,2021-11-10,0,4.57,4.42,-0.011432615767986,0.0210150185652541,-0.011431615767986,0.581898195093973,1,0.03244763,1.629,0.46571558,0.07757143,0.01745045,20,0.952381,0.265,0.06002265
120,100974271034,2021-11-11,0,4.525,4.48,-0.0104030875030415,0.0047998864661774,-0.0104020875030415,0.581898195093973,1,0.01520297,1.544,0.45531967,0.07352381,0.01654104,21,1.0,0.315,0.07054871
121,100974271034,2021-11-12,0,4.535,4.38,-0.011870046194028,-0.0062206182559432,-0.011869046194028,0.581898195093973,1,0.00564943,1.491,0.40427837,0.071,0.01594497,20,0.952381,0.17,0.03881279
122,100974271034,2021-11-15,0,4.52,4.38,-0.0080885557170163,0.1037101366847815,-0.0080875557170163,0.581898195093973,1,0.11179869,1.766,0.50021595,0.08409524,0.01888152,20,0.952381,0.265,0.06002265
123,100974271034,2021-11-16,0,4.525,4.45,-0.0165389567608193,0.0053481726483506,-0.0165379567608193,0.581898195093973,1,0.02188713,1.369,0.35488167,0.06519048,0.01460712,21,1.0,0.18,0.04109589
124,100974271034,2021-11-17,0,4.64,4.46,-0.0220292819619524,0.0061767812906005,-0.0220282819619524,0.581898195093973,1,0.02820606,1.474,0.39078895,0.07019048,0.01564548,21,1.0,0.18,0.04109589
125,100974271034,2021-11-18,0,4.68,4.64,-0.0223860464649852,-0.0176470684520492,-0.0223850464649852,0.581898195093973,1,0.00473898,0.904,0.25182534,0.04304762,0.00955769,21,1.0,0.12,0.02666667
126,100974271034,2021-11-19,0,4.685,4.68,-0.0163736873268656,-0.0158998466545873,-0.0163726873268656,0.581898195093973,1,0.00047384,0.899,0.25167638,0.04280952,0.0095015,21,1.0,0.12,0.02666667
127,100974271034,2021-11-22,0,4.745,4.52,-0.0070898284169676,-0.0060579435020678,-0.0070888284169676,0.581898195093973,1,0.00103188,1.646,0.42657473,0.07838095,0.01717116,21,1.0,0.225,0.04741834
128,100974271034,2021-11-23,0,4.56,4.74,-0.0113515105286521,-0.0069960633637632,-0.0113505105286521,0.581898195093973,1,0.00435545,1.074,0.31219545,0.05114286,0.01127544,21,1.0,0.18,0.03947368
